 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,30767,2,2,86,198,43,43,43,0,99,99,99,0,9230.669224,130.0094257,10255.66667,17713.99064,30710,3,3,3,0,3,3,54,54,0,54,54,0,0,0,0,40,65.00471284,65.00471284,43,99,65.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,81.75,43,99,64,0,0,0,0,0,0,2,86,2,198,1,32,0,0,0,0,0,0,0,0,BENIGN
53,34303,2,2,88,144,44,44,44,0,72,72,72,0,6763.256858,116.6078769,11434.33333,19751.174,34241,2,60,60,0,60,60,2,2,0,2,2,0,0,0,0,40,58.30393843,58.30393843,44,72,55.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,69,44,72,40,0,0,0,0,0,0,2,88,2,144,1,20,0,0,0,0,0,0,0,0,BENIGN
53,153,2,2,70,102,35,35,35,0,51,51,51,0,1124183.007,26143.79085,51,49.56813493,102,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,72,13071.89542,13071.89542,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35,51,80,0,0,0,0,0,0,2,70,2,102,1,40,0,0,0,0,0,0,0,0,BENIGN
53,204,2,2,72,136,36,36,36,0,68,68,68,0,1019607.843,19607.84314,68,76.97402159,153,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,9803.921569,9803.921569,36,68,48.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,61,36,68,64,0,0,0,0,0,0,2,72,2,136,1,32,0,0,0,0,0,0,0,0,BENIGN
53,180,2,2,70,230,35,35,35,0,115,115,115,0,1666666.667,22222.22222,60,63.85138996,129,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,11111.11111,11111.11111,35,115,67,43.8178046,1920,0,0,0,0,0,0,0,0,1,83.75,35,115,40,0,0,0,0,0,0,2,70,2,230,1,20,0,0,0,0,0,0,0,0,BENIGN
53,32062,2,2,94,206,47,47,47,0,103,103,103,0,9356.871062,124.7582808,10687.33333,18426.13384,31964,49,49,49,0,49,49,49,49,0,49,49,0,0,0,0,64,62.37914042,62.37914042,47,103,69.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,86.75,47,103,64,0,0,0,0,0,0,2,94,2,206,1,32,0,0,0,0,0,0,0,0,BENIGN
53,169,2,2,88,120,44,44,44,0,60,60,60,0,1230769.231,23668.63905,56.33333333,57.95112884,118,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,11834.31953,11834.31953,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63,44,60,64,0,0,0,0,0,0,2,88,2,120,1,32,0,0,0,0,0,0,0,0,BENIGN
53,200,2,2,72,194,36,36,36,0,97,97,97,0,1330000,20000,66.66666667,31.46956201,103,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,64,10000,10000,36,97,60.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,75.5,36,97,64,0,0,0,0,0,0,2,72,2,194,1,32,0,0,0,0,0,0,0,0,BENIGN
53,30694,2,2,70,350,35,35,35,0,175,175,175,0,13683.45605,130.318629,10231.33333,17715.12699,30687,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,65.15931452,65.15931452,35,175,91,76.68115805,5880,0,0,0,0,0,0,0,0,1,113.75,35,175,40,0,0,0,0,0,0,2,70,2,350,1,20,0,0,0,0,0,0,0,0,BENIGN
53,31404,2,2,76,180,38,38,38,0,90,90,90,0,8151.827793,127.3723093,10468,18047.1034,31307,48,48,48,0,48,48,49,49,0,49,49,0,0,0,0,40,63.68615463,63.68615463,38,90,58.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,73.5,38,90,64,0,0,0,0,0,0,2,76,2,180,1,32,0,0,0,0,0,0,0,0,BENIGN
53,157,2,2,86,118,43,43,43,0,59,59,59,0,1299363.057,25477.70701,52.33333333,50.083264,104,4,4,4,0,4,4,49,49,0,49,49,0,0,0,0,40,12738.8535,12738.8535,43,59,49.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,61.75,43,59,40,0,0,0,0,0,0,2,86,2,118,1,20,0,0,0,0,0,0,0,0,BENIGN
53,82834,2,2,68,180,34,34,34,0,90,90,90,0,2993.939687,48.28934978,27611.33333,47739.36171,82736,49,49,49,0,49,49,49,49,0,49,49,0,0,0,0,40,24.14467489,24.14467489,34,90,56.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,70.5,34,90,64,0,0,0,0,0,0,2,68,2,180,1,32,0,0,0,0,0,0,0,0,BENIGN
53,31841,2,2,74,170,37,37,37,0,85,85,85,0,7663.075908,125.6241952,10613.66667,18300.27148,31745,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,62.81209761,62.81209761,37,85,56.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,70.25,37,85,64,0,0,0,0,0,0,2,74,2,170,1,32,0,0,0,0,0,0,0,0,BENIGN
53,31571,2,2,70,230,35,35,35,0,115,115,115,0,9502.391435,126.6985525,10523.66667,18182.50534,31519,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,40,63.34927623,63.34927623,35,115,67,43.8178046,1920,0,0,0,0,0,0,0,0,1,83.75,35,115,64,0,0,0,0,0,0,2,70,2,230,1,32,0,0,0,0,0,0,0,0,BENIGN
53,192,2,2,88,120,44,44,44,0,60,60,60,0,1083333.333,20833.33333,64,27.71281292,96,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,10416.66667,10416.66667,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63,44,60,64,0,0,0,0,0,0,2,88,2,120,1,32,0,0,0,0,0,0,0,0,BENIGN
53,98949,2,2,68,180,34,34,34,0,90,90,90,0,2506.341651,40.42486533,32983,57083.2027,98897,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,40,20.21243267,20.21243267,34,90,56.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,70.5,34,90,40,0,0,0,0,0,0,2,68,2,180,1,20,0,0,0,0,0,0,0,0,BENIGN
53,30942,2,2,80,198,40,40,40,0,99,99,99,0,8984.551742,129.2741258,10314,17858.30986,30935,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,64.63706289,64.63706289,40,99,63.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,79.5,40,99,40,0,0,0,0,0,0,2,80,2,198,1,20,0,0,0,0,0,0,0,0,BENIGN
443,6,1,3,6,50,6,6,6,0,38,6,16.66666667,18.47520861,9333333.333,666666.6667,2,2,4,0,0,0,0,0,0,4,2,2.828427125,4,0,0,0,0,0,60,166666.6667,500000,6,38,12.4,14.31083506,204.8,1,0,0,0,1,0,0,0,3,15.5,6,16.66666667,20,0,0,0,0,0,0,1,6,3,50,0,20,0,0,0,0,0,0,0,0,BENIGN
443,4914,1,3,6,50,6,6,6,0,38,6,16.66666667,18.47520861,11396.0114,814.000814,1638,2826.70851,4902,3,0,0,0,0,0,4905,2452.5,3464.116121,4902,3,0,0,0,0,60,203.5002035,610.5006105,6,38,12.4,14.31083506,204.8,1,0,0,0,1,0,0,0,3,15.5,6,16.66666667,20,0,0,0,0,0,0,1,6,3,50,0,20,0,0,0,0,0,0,0,0,BENIGN
52365,18468,2,1,44,6,38,6,22,22.627417,6,6,6,0,2707.385748,162.4431449,9234,12937.22567,18382,86,18468,18468,0,18468,18468,0,0,0,0,0,1,0,0,0,20,108.2954299,54.14771497,6,38,22,18.47520861,341.3333333,0,1,0,0,1,0,0,0,0,29.33333333,22,6,40,0,0,0,0,0,0,2,44,1,6,1,20,0,0,0,0,0,0,0,0,BENIGN
443,50836,3,1,12,0,6,0,4,3.464101615,0,0,0,0,236.0531907,78.68439688,16945.33333,18333.78871,36502,147,50836,25418,15883.03252,36649,14187,0,0,0,0,0,0,0,0,0,32,59.01329766,19.67109922,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,72,0,0,0,0,0,0,3,12,1,0,2,20,0,0,0,0,0,0,0,0,BENIGN
443,238202,13,11,1082,4524,476,0,83.23076923,134.9272359,1430,0,411.2727273,561.7873425,23534.64706,100.7548215,10356.6087,16430.15153,43621,1,238202,19850.16667,18800.56227,43621,3,200246,20024.6,32750.79758,80230,1,0,0,0,0,232,54.57552833,46.1792932,0,1430,224.24,411.7077523,169503.2733,0,0,0,1,0,0,0,0,0,233.5833333,83.23076923,411.2727273,272,0,0,0,0,0,0,13,1082,11,4524,12,20,0,0,0,0,0,0,0,0,BENIGN
443,302375,13,11,1082,4524,476,0,83.23076923,134.9272359,1430,0,411.2727273,561.7873425,18539.89252,79.37164117,13146.73913,27099.96301,120490,1,302375,25197.91667,34012.81158,120490,3,262672,26267.2,50704.93026,156969,1,0,0,0,0,232,42.9929723,36.37866887,0,1430,224.24,411.7077523,169503.2733,0,0,0,1,0,0,0,0,0,233.5833333,83.23076923,411.2727273,272,0,0,0,0,0,0,13,1082,11,4524,12,20,0,0,0,0,0,0,0,0,BENIGN
52387,1946,3,0,18,0,6,6,6,0,0,0,0,0,9249.743063,1541.623844,973,1370.372942,1942,4,1946,973,1370.372942,1942,4,0,0,0,0,0,0,0,0,0,0,1541.623844,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,2,20,0,0,0,0,0,0,0,0,BENIGN
443,314958,13,11,1081,4524,475,0,83.15384615,134.6847221,1430,0,411.2727273,561.7873425,17796.0236,76.20063628,13693.82609,25403.02502,105077,1,314958,26246.5,30886.37583,105077,3,276134,27613.4,49133.21111,141534,1,0,0,0,0,232,41.27534465,34.92529163,0,1430,224.2,411.6823209,169482.3333,0,0,0,1,0,0,0,0,0,233.5416667,83.15384615,411.2727273,272,0,0,0,0,0,0,13,1081,11,4524,12,20,0,0,0,0,0,0,0,0,BENIGN
443,308244,14,12,1070,5034,458,0,76.42857143,127.0873196,1430,0,419.5,537.8848305,19802.49413,84.34876267,12329.76,27116.21194,126306,4,308244,23711.07692,35833.96125,126316,48,269299,24481.72727,49087.23164,163002,4,0,0,0,0,252,45.41856451,38.93019815,0,1430,226.0740741,402.2088939,161771.9943,0,0,0,1,0,0,0,0,0,234.7692308,76.42857143,419.5,292,0,0,0,0,0,0,14,1070,12,5034,13,20,0,0,0,0,0,0,0,0,BENIGN
443,2,1,2,6,12,6,6,6,0,6,6,6,0,9000000,1500000,1,2.828427125,3,-1,0,0,0,0,0,3,3,0,3,3,0,0,0,0,40,500000,1000000,6,6,6,0,0,0,0,0,0,1,0,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,0,20,0,0,0,0,0,0,0,0,BENIGN
52388,3092,3,0,18,0,6,6,6,0,0,0,0,0,5821.474774,970.2457956,1546,2182.131527,3089,3,3092,1546,2182.131527,3089,3,0,0,0,0,0,0,0,0,0,0,970.2457956,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,2,20,0,0,0,0,0,0,0,0,BENIGN
443,143605,9,9,536,4201,208,0,59.55555556,81.77424887,1430,0,466.7777778,613.8802362,32986.31663,125.3438251,8447.352941,14071.47014,37335,1,143605,17950.625,20647.4148,52610,49,102161,12770.125,19344.34739,47798,1,0,0,0,0,192,62.67191254,62.67191254,0,1430,249.3157895,464.2876327,215563.0058,0,0,0,1,0,0,0,0,1,263.1666667,59.55555556,466.7777778,192,0,0,0,0,0,0,9,536,9,4201,8,20,0,0,0,0,0,0,0,0,BENIGN
52386,2959,3,0,18,0,6,6,6,0,0,0,0,0,6083.136195,1013.856032,1479.5,932.6738444,2139,820,2959,1479.5,932.6738444,2139,820,0,0,0,0,0,0,0,0,0,0,1013.856032,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,2,20,0,0,0,0,0,0,0,0,BENIGN
80,2400,2,0,12,0,6,6,6,0,0,0,0,0,5000,833.3333333,2400,0,2400,2400,2400,2400,0,2400,2400,0,0,0,0,0,0,0,0,0,0,833.3333333,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,1,20,0,0,0,0,0,0,0,0,BENIGN
80,50762,3,4,442,872,436,0,147.3333333,250.0106664,860,0,218,428.0093457,25885.50491,137.898428,8460.333333,11425.57441,23124,48,26944,13472,13792.82487,23225,3719,27671,9223.666667,15377.74477,26977,48,0,0,0,0,92,59.09932627,78.79910169,0,860,164.25,319.3698036,101997.0714,0,0,0,1,0,0,0,0,1,187.7142857,147.3333333,218,72,0,0,0,0,0,0,3,442,4,872,2,20,0,0,0,0,0,0,0,0,BENIGN
443,5217428,9,6,388,6099,201,0,43.11111111,71.31872903,2920,0,1016.5,1473.477757,1243.332922,2.874979779,372673.4286,1098529.181,4143101,4,5217428,652178.5,1431456.662,4143101,4,847844,169568.8,266506.8046,636464,348,0,0,0,0,132,1.724987868,1.149991912,0,2920,405.4375,982.6040891,965510.7958,0,0,0,1,0,0,0,0,0,432.4666667,43.11111111,1016.5,192,0,0,0,0,0,0,9,388,6,6099,8,20,0,0,0,0,0,0,0,0,BENIGN
443,5632612,8,4,615,4032,342,0,76.875,125.9562708,3951,0,1008,1962.295085,825.0168838,2.130450313,512055.6364,1606680.802,5353438,3,5632612,804658.8571,2007353.502,5353438,3,62331,20777,14796.95753,31249,3849,0,0,0,0,88,1.420300209,0.710150104,0,3951,357.4615385,1084.48418,1176105.936,0,0,0,1,0,0,0,0,0,387.25,76.875,1008,172,0,0,0,0,0,0,8,615,4,4032,7,20,279171,0,279171,279171,5353438,0,5353438,5353438,BENIGN
443,5217490,8,7,382,6099,201,0,47.75,74.77728838,2909,0,871.2857143,1116.403857,1242.168169,2.874945616,372677.8571,1108676.941,4173262,4,5217490,745355.7143,1533681.171,4173262,4,822080,137013.3333,267740.4012,681296,42,0,0,0,0,152,1.533304328,1.341641287,0,2909,405.0625,825.6023634,681619.2625,0,0,0,1,0,0,0,0,0,432.0666667,47.75,871.2857143,172,0,0,0,0,0,0,8,382,7,6099,7,20,0,0,0,0,0,0,0,0,BENIGN
80,5929108,3,1,12,0,6,0,4,3.464101615,0,0,0,0,2.023913209,0.674637736,1976369.333,3391239.731,5892178,59,5929108,2964554,4140285.566,5892178,36930,0,0,0,0,0,0,0,0,0,32,0.505978302,0.168659434,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,72,0,0,0,0,0,0,3,12,1,0,2,20,0,0,0,0,0,0,0,0,BENIGN
443,5217970,8,7,382,6099,201,0,47.75,74.77728838,2909,0,871.2857143,1116.403857,1242.053902,2.87468115,372712.1429,1099267.399,4133603,2,5217970,745424.2857,1519338.16,4133603,2,863485,143914.1667,284918.9409,722922,50,0,0,0,0,152,1.53316328,1.34151787,0,2909,405.0625,825.6023634,681619.2625,0,0,0,1,0,0,0,0,0,432.0666667,47.75,871.2857143,172,0,0,0,0,0,0,8,382,7,6099,7,20,0,0,0,0,0,0,0,0,BENIGN
443,6401086,10,12,732,5038,373,0,73.2,124.9211307,2656,0,419.8333333,807.8365984,901.4095421,3.436916798,304813.619,1306568.102,6004800,1,6401086,711231.7778,1987111.473,6006703,1159,6348299,577118.0909,1800814.079,6004840,1,0,0,0,0,252,1.562234908,1.87468189,0,2656,250.8695652,604.537111,365465.1186,0,0,0,1,0,0,0,0,1,262.2727273,73.2,419.8333333,212,0,0,0,0,0,0,10,732,12,5038,9,20,394383,0,394383,394383,6004800,0,6004800,6004800,BENIGN
443,16252464,11,14,799,13359,430,0,72.63636364,135.4225038,4303,0,954.2142857,1195.944891,871.1294484,1.538228296,677186,2228380.91,10000000,41,16300000,1625246.4,3319742.471,10000000,238,16200000,1247943.077,2965977.979,10000000,48,0,0,0,0,304,0.67682045,0.861407846,0,4303,544.5384615,977.1979628,954915.8585,0,0,0,1,0,0,0,0,1,566.32,72.63636364,954.2142857,232,0,0,0,0,0,0,11,799,14,13359,10,20,1254255,0,1254255,1254255,10000000,0,10000000,10000000,BENIGN
443,15953950,11,15,801,13220,432,0,72.81818182,135.9505926,2920,0,881.3333333,896.3395137,878.8419169,1.629690453,638158,2188688.437,9999115,48,16000000,1595395,3334147.731,9999206,235,15900000,1137488.286,2877264.119,10000000,48,0,0,0,0,324,0.689484422,0.94020603,0,2920,519.2962963,781.0562284,610048.8319,0,0,0,1,0,0,0,0,1,539.2692308,72.81818182,881.3333333,232,0,0,0,0,0,0,11,801,15,13220,10,20,955410,0,955410,955410,9999115,0,9999115,9999115,BENIGN
80,17033147,7,7,884,3558,430,0,126.2857143,207.4879228,1770,0,508.2857143,861.9191212,260.7856317,0.8219268,1310242.077,2911294.561,9993253,25,12900000,2144362,3981725.919,9993253,23271,17000000,2834983.667,3908783.238,10000000,2211,0,0,0,0,164,0.4109634,0.4109634,0,1770,296.1333333,616.4661811,380030.5524,0,0,0,1,0,0,0,0,1,317.2857143,126.2857143,508.2857143,152,0,0,0,0,0,0,7,884,7,3558,6,20,2872919,0,2872919,2872919,9993253,0,9993253,9993253,BENIGN
80,19101993,9,9,1320,5334,430,0,146.6666667,212.5088233,1770,0,592.6666667,883.0033975,348.3406156,0.942310051,1123646.647,2776038.034,9993617,17,12800000,1605763.625,3490779.737,9993617,23220,19100000,2384851.125,3780404.046,10000000,999,0,0,0,0,204,0.471155026,0.471155026,0,1770,350.2105263,650.7868382,423523.5088,0,0,0,1,0,0,0,0,1,369.6666667,146.6666667,592.6666667,192,0,0,0,0,0,0,9,1320,9,5334,8,20,2852492,0,2852492,2852492,9993617,0,9993617,9993617,BENIGN
80,28352696,15,10,2628,11790,430,0,175.2,215.3506111,1963,0,1179,1012.141624,508.5230696,0.881750363,1181362.333,2702509.241,9983132,6,19600000,1401787.143,2748417.912,9983132,10206,28300000,3147623.333,3762202.941,10000000,11163,0,0,0,0,224,0.529050218,0.352700145,0,1963,554.5384615,805.8446119,649385.5385,0,0,0,1,0,0,0,0,0,576.72,175.2,1179,312,0,0,0,0,0,0,15,2628,10,11790,14,20,9641888,0,9641888,9641888,9983132,0,9983132,9983132,BENIGN
80,30738275,12,12,1762,7864,430,0,146.8333333,209.1392895,1963,0,655.3333333,729.4908976,313.1600586,0.780785519,1336446.739,2918105.456,9997520,20,28900000,2631419.818,3867559.335,10000000,23911,30700000,2792224.545,3794743.036,10000000,87,0,0,0,0,276,0.39039276,0.39039276,0,1963,385.04,578.8179391,335030.2067,0,0,0,1,0,0,0,0,1,401.0833333,146.8333333,655.3333333,252,0,0,0,0,0,0,12,1762,12,7864,11,20,4480430,6303641.994,8937778,23082,9992379,7270.471924,9997520,9987238,BENIGN
443,31276726,65,91,1420,157982,420,0,21.84615385,70.98112222,4733,0,1736.065934,1046.726015,5096.505306,4.98773433,201785.329,1381365.708,9993927,0,31200000,488074.0313,2130750.135,10000000,2,31200000,347213.5111,1808303.774,10000000,1,0,0,0,0,1868,2.078222637,2.909511692,0,4733,1015.299363,1164.064153,1355045.352,0,0,0,1,0,0,0,0,1,1021.807692,21.84615385,1736.065934,1372,0,0,0,0,0,0,65,1420,91,157982,59,20,421951,683025.5795,1210641,27534,9990295,5559.372626,9993927,9983895,BENIGN
443,31277166,114,162,2148,314679,421,0,18.84210526,66.04632042,4380,0,1942.462963,1024.606861,10129.65817,8.824328905,113735.1491,1040396.593,9990147,1,21300000,188135.7965,1325870.635,10000000,3,31200000,194096.0683,1358535.944,10000000,1,0,0,0,0,3276,3.644831504,5.179497401,0,4380,1143.779783,1231.274631,1516037.216,0,0,0,1,0,0,0,0,1,1147.923913,18.84210526,1942.462963,2316,0,0,0,0,0,0,114,2148,162,314679,111,20,641568.5,868405.6161,1255624,27513,9988104,987.1210665,9988802,9987406,BENIGN
443,32221790,321,395,5166,614888,517,0,16.09345794,75.97851662,4380,0,1556.678481,755.5612668,19243.3133,22.22098772,45065.44056,647561.9182,10000000,0,31500000,98433.55,967144.8751,10000000,0,32200000,81711.19543,873612.3116,10000000,1,0,0,0,0,7948,9.962202596,12.25878513,0,4380,864.7894003,951.1982293,904778.0715,0,0,0,1,0,0,0,0,1,865.9972067,16.09345794,1556.678481,8756,0,0,0,0,0,0,321,5166,395,614888,171,20,504762.6667,826315.8576,1458910,27474,9994816,12682.15423,10000000,9983692,BENIGN
443,32220422,228,300,4018,461117,517,0,17.62280702,78.94495828,2920,0,1537.056667,689.2444558,14436.03066,16.38712243,61139.32068,752850.9014,9992908,0,31500000,138577.6167,1145024.648,10000000,0,32200000,107667.4615,1000572.365,10000000,1,0,0,0,0,6048,7.076257412,9.310865016,0,2920,879.2722117,916.2986921,839603.2932,0,0,0,1,0,0,0,0,1,880.9375,17.62280702,1537.056667,5780,0,0,0,0,0,0,228,4018,300,461117,135,20,504163.6667,825464.5299,1457328,27508,9981542.667,12854.49047,9992908,9967592,BENIGN
443,32220261,259,318,4210,546658,517,0,16.25482625,73.9691739,4380,0,1719.050314,827.9791049,17096.94406,17.90798653,55937.95313,720944.9907,9996831,0,31500000,121999.8333,1075767.424,10000000,1,32200000,101553.8675,972941.9269,10000000,1,0,0,0,0,6408,8.038420297,9.869566233,0,4380,953.0588235,1047.835288,1097958.79,0,0,0,1,0,0,0,0,1,954.7105719,16.25482625,1719.050314,6360,0,0,0,0,0,0,259,4210,318,546658,168,20,501081.3333,820030.5063,1447971,27612,9990904.333,7164.079657,9996831,9982943,BENIGN
443,32210098,231,325,4296,561459,517,0,18.5974026,78.44149186,4380,0,1727.566154,859.9138484,17564.52278,17.26166744,58036.21261,732401.3877,9993082,0,31400000,136632.9652,1135545.675,10000000,0,32200000,99327.7963,959826.5234,10000000,1,0,0,0,0,6548,7.171663992,10.09000345,0,4380,1015.718133,1069.851268,1144581.735,0,0,0,1,0,0,0,0,1,1017.544964,18.5974026,1727.566154,5336,0,0,0,0,0,0,231,4296,325,561459,180,20,512776.3333,840038.3326,1482769,27515,9962417.667,44315.67454,9993082,9911608,BENIGN
443,66779221,16,16,1525,7679,1134,0,95.3125,282.1537923,1410,0,479.9375,628.1160688,137.8273041,0.479190975,2154168.419,3970503.474,10000000,43,66800000,4451948.067,4859100.86,10100000,228,66700000,4445220.267,4907111.417,10100000,54,0,0,0,0,404,0.239595487,0.239595487,0,1410,278.9090909,511.6096146,261744.3977,0,0,0,1,0,0,0,0,1,287.625,95.3125,479.9375,332,0,0,0,0,0,0,16,1525,16,7679,15,20,413626.1667,766236.5839,1977700,100582,9964926.167,80608.67998,10000000,9800584,BENIGN
443,78010648,266,405,20432,775175,513,0,76.81203008,168.779756,4380,0,1914.012346,849.6294751,10198.69749,8.601389903,116433.803,751810.573,9999308,1,78000000,294379.8038,1175585.739,9999308,55,78000000,193023.3688,969443.4279,10000000,3,0,0,0,0,8124,3.40979093,5.191598972,0,4380,1183.938988,1120.529419,1255586.18,0,0,0,1,0,0,0,0,1,1185.703428,76.81203008,1914.012346,5332,0,0,0,0,0,0,266,20432,405,775175,265,20,28900000,37400000,55400000,2455848,7598278,3395569.19,9999308,5197248,BENIGN
443,81799450,19,20,3423,8017,1210,0,180.1578947,386.0820671,2105,0,400.85,645.4014071,139.8542411,0.476775822,2152617.105,3882320.985,10000000,2,77300000,4294248.333,4811013.466,10100000,190,81700000,4299923.842,4746240.89,10100000,4,0,0,0,0,496,0.2322754,0.244500421,0,2105,286,534.8337868,286047.1795,0,0,0,1,0,0,0,0,1,293.3333333,180.1578947,400.85,392,0,0,0,0,0,0,19,3423,20,8017,18,20,1099320,1822925.073,4710292,100442,9943032.857,97319.33881,10000000,9800572,BENIGN
443,115793224,20,19,997,5451,545,0,49.85,127.0570841,1460,0,286.8947368,522.0973616,55.68546913,0.336807273,3047190.105,4566518.562,10000000,2,116000000,6094380.211,4851715.879,10000000,2,110000000,6132190.556,5015094.663,10000000,48,0,0,0,0,524,0.172721678,0.164085595,0,1460,161.2,385.2210288,148395.241,0,0,0,1,0,0,0,0,0,165.3333333,49.85,286.8947368,412,0,0,0,0,0,0,20,997,19,5451,19,20,53328.5,103021.9696,380467,23430,9596106.667,1325694.796,10000000,5390270,BENIGN
80,117507014,21,17,1828,2990,433,0,87.04761905,171.960599,746,0,175.8823529,325.9804216,41.00180777,0.323384951,3175865.243,4557320.19,9993877,190,118000000,5875350.7,4802887.602,10000000,5593,113000000,7037030.188,4600918.282,10000000,19654,0,0,0,0,484,0.178712736,0.144672215,0,746,123.5384615,250.3378608,62669.04453,0,0,0,1,0,0,0,0,0,126.7894737,87.04761905,175.8823529,432,0,0,0,0,0,0,21,1828,17,2990,20,20,260850.0909,742759.4264,2500354,36768,9974830.182,57874.75822,9993877,9800599,BENIGN
80,117478948,20,16,1395,2244,433,0,69.75,156.5653975,746,0,140.25,300.5398476,30.97576257,0.306437882,3356541.371,4631054.861,10000000,48,117000000,6183102.526,4743085.45,10000000,173,112000000,7482445.4,4385812.419,10000000,20514,0,0,0,0,464,0.170243268,0.136194614,0,746,98.35135135,228.2010829,52075.73423,0,0,0,1,0,0,0,0,0,101.0833333,69.75,140.25,412,0,0,0,0,0,0,20,1395,16,2244,19,20,227331.1818,631731.0696,2132072,36723,9976006.909,58003.00053,10000000,9801582,BENIGN
80,118521167,21,18,1828,2996,433,0,87.04761905,171.960599,746,0,166.4444444,318.7723182,40.70159046,0.329055147,3118978.079,4531912.59,9999942,151,119000000,5926058.35,4785237.994,10000000,5699,113000000,6639614.294,4754839.797,10000000,2617,0,0,0,0,504,0.177183541,0.151871606,0,746,120.6,247.8054241,61407.52821,0,0,0,1,0,0,0,0,0,123.6923077,87.04761905,166.4444444,432,0,0,0,0,0,0,21,1828,18,2996,20,20,285328.6364,824213.5573,2770426,36719,9975887.727,58256.94313,9999942,9800603,BENIGN
80,118517272,21,17,1828,2990,433,0,87.04761905,171.960599,746,0,175.8823529,325.9804216,40.65230256,0.320628372,3203169.514,4556861.861,9999140,3,119000000,5925863.6,4771443.576,10000000,2313,113000000,7076738.062,4553649.575,10000000,21068,0,0,0,0,484,0.177189364,0.143439009,0,746,123.5384615,250.3378608,62669.04453,0,0,0,1,0,0,0,0,0,126.7894737,87.04761905,175.8823529,432,0,0,0,0,0,0,21,1828,17,2990,20,20,317233.0909,931745.3442,3126551,36235,9976240,58347.06779,9999140,9800587,BENIGN
